ticker,flag,evidence,harmful,note
TRUP,b_former_name,"former name 'TRUPANION INC.' (2014-03-03..2018-05-02) -> 'TRUPANION, INC.'; SIC now Hospital & Medical Service Plans",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
UCTT,b_former_name,"former name 'ULTRA CLEAN HOLDINGS INC' (2004-01-14..2015-02-17) -> 'Ultra Clean Holdings, Inc.'; SIC now Semiconductors & Related Devices",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
UE,b_former_name,former name 'Vornado SpinCo' (2014-06-26..2014-09-19) -> 'Urban Edge Properties'; SIC now Real Estate,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
UFPI,b_former_name,"former name 'UNIVERSAL FOREST PRODUCTS INC' (1996-08-12..2020-04-23) -> 'UFP INDUSTRIES INC'; SIC now Sawmills & Planting Mills, General",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
UPWK,b_former_name,"former name 'Upwork Inc.' (2018-06-04..2021-04-20) -> 'UPWORK, INC'; SIC now Services-Computer Processing & Data Preparation",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VAL,b_former_name,former name 'Valaris plc' (2019-08-05..2021-04-30) -> 'Valaris Ltd'; SIC now Drilling Oil & Gas Wells,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VAL,b_former_name,former name 'Ensco Rowan plc' (2019-04-11..2019-08-01) -> 'Valaris Ltd'; SIC now Drilling Oil & Gas Wells,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VAL,b_former_name,former name 'Ensco plc' (2010-03-18..2019-03-29) -> 'Valaris Ltd'; SIC now Drilling Oil & Gas Wells,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VCEL,b_former_name,"former name 'AASTROM BIOSCIENCES INC' (1996-11-01..2014-11-14) -> 'Vericel Corp'; SIC now Biological Products, (No Diagnostic Substances)",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VIAV,b_former_name,former name 'JDS UNIPHASE CORP /CA/' (1999-11-15..2015-07-16) -> 'VIAVI SOLUTIONS INC.'; SIC now Semiconductors & Related Devices,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VNT,b_former_name,former name 'TTF Holdings Corp.' (2019-09-06..2019-11-15) -> 'Vontier Corp'; SIC now Totalizing Fluid Meters & Counting Devices,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VOYA,b_former_name,"former name 'ING U.S., Inc.' (2012-11-09..2014-03-28) -> 'Voya Financial, Inc.'; SIC now Life Insurance",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VSXY,b_former_name,former name 'Victorias Secret & Co' (2021-04-16..2021-04-16) -> 'Victoria's Secret & Co.'; SIC now Retail-Women's Clothing Stores,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VTOL,b_former_name,"former name 'ERA GROUP INC.' (2011-08-02..2020-06-09) -> 'Bristow Group Inc.'; SIC now Air Transportation, Nonscheduled",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
VVX,b_former_name,"former name 'Exelis MSCO Inc.' (2014-03-10..2014-03-10) -> 'V2X, Inc.'; SIC now Services-Facilities Support Management Services",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
WFRD,b_former_name,former name 'Weatherford International Ltd' (2014-04-02..2014-06-19) -> 'Weatherford International plc'; SIC now Oil & Gas Field Machinery & Equipment,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
WLY,b_former_name,"former name 'WILEY JOHN & SONS, INC.' (2007-09-07..2019-07-25) -> 'JOHN WILEY & SONS, INC.'; SIC now Books: Publishing or  Publishing & Printing",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
WRBY,b_former_name,"former name 'JAND, Inc.' (2010-11-03..2018-03-23) -> 'Warby Parker Inc.'; SIC now Ophthalmic Goods",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
WTRG,b_former_name,"former name 'AQUA AMERICA INC' (2004-01-22..2020-01-16) -> 'Essential Utilities, Inc.'; SIC now Water Supply",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
XRAY,b_former_name,former name 'DENTSPLY INTERNATIONAL INC /DE/' (1995-02-13..2016-02-29) -> 'DENTSPLY SIRONA Inc.'; SIC now Dental Equipment & Supplies,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
ZD,b_former_name,"former name 'J2 GLOBAL, INC.' (2011-12-06..2021-10-04) -> 'ZIFF DAVIS, INC.'; SIC now Telegraph & Other Message Communications",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
ZION,b_former_name,"former name 'ZIONS BANCORPORATION /UT/' (1994-03-29..2018-09-17) -> 'ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/'; SIC now National Commercial Banks",no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
ZWS,b_former_name,former name 'Rexnord Corp' (2011-05-25..2021-09-28) -> 'Zurn Elkay Water Solutions Corp'; SIC now General Industrial Machinery & Equipment,no,"Plain rename / spin-co or holdco naming of the same entity; prices and filings refer to the same company. No SIC history is available in the SEC submissions API (current SIC only), so this is judged from names plus the other checks."
ASTH,b_reverse_merger,"former name 'Apollo Medical Holdings, Inc.' (2008-06-25..2024-02-13) -> 'Astrana Health, Inc.'; SIC now Services-Management Consulting Services; ApolloMed (legal) / NMM (accounting acquirer) 2017-12; FY change Mar->Dec",yes,As-filed year-ago quarters are the legal acquirer's standalone results; post-merger quarters are the combined company (accounting acquirer as predecessor). YoY for the first 4 post-merger quarters mixes two companies. Fix: history break at the merger date.
AAL,c_price_break_gt40pct,2020-06-04 ratio 1.411 (prev 11.85 -> 16.72); next10 level 1.4346x; day vol 6.6x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ACAD,c_price_break_gt40pct,2019-09-09 ratio 1.6324 (prev 23.8 -> 38.85); next10 level 1.7355x; day vol 24.37x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ACAD,c_price_break_gt40pct,2021-03-09 ratio 0.5465 (prev 45.78 -> 25.02); next10 level 0.5908x; day vol 28.53x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ACMR,c_price_break_gt40pct,2018-03-06 ratio 1.4004 (prev 2.6183 -> 3.6667); next10 level 1.6926x; day vol 46.36x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ADAM,c_price_break_gt40pct,2020-03-24 ratio 0.5397 (prev 7.56 -> 4.08); next10 level 0.664x; day vol 3.21x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
ADAM,c_price_break_gt40pct,2020-03-26 ratio 1.4836 (prev 4.88 -> 7.24); next10 level 1.1844x; day vol 4.12x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
ADAM,c_price_break_gt40pct,2020-04-08 ratio 1.4925 (prev 5.36 -> 8.0); next10 level 1.5448x; day vol 2.7x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ADEA,c_price_break_gt40pct,2018-12-10 ratio 1.4374 (prev 5.5494 -> 7.9768); next10 level 1.3744x; day vol 12.9x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ADMA,c_price_break_gt40pct,2018-12-20 ratio 0.5439 (prev 4.21 -> 2.29); next10 level 0.5677x; day vol 14.45x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ADMA,c_price_break_gt40pct,2020-03-19 ratio 1.4067 (prev 1.5 -> 2.11); next10 level 1.92x; day vol 1.43x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
ADT,c_price_break_gt40pct,2020-08-03 ratio 1.5656 (prev 8.61 -> 13.48); next10 level 1.3914x; day vol 131.36x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ALKS,c_price_break_gt40pct,2016-01-21 ratio 0.5576 (prev 60.42 -> 33.69); next10 level 0.5498x; day vol 12.04x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
AMRX,c_price_break_gt40pct,2019-12-12 ratio 1.4483 (prev 3.48 -> 5.04); next10 level 1.3793x; day vol 26.77x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ANIP,c_price_break_gt40pct,2021-11-01 ratio 1.4952 (prev 37.38 -> 55.89); next10 level 1.3379x; day vol 74.92x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ARLO,c_price_break_gt40pct,2019-02-06 ratio 0.5099 (prev 7.57 -> 3.86); next10 level 0.4875x; day vol 14.03x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ARMK,c_price_break_gt40pct,2020-03-19 ratio 1.4119 (prev 9.343 -> 13.1913); next10 level 1.5135x; day vol 2.69x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
AROC,c_price_break_gt40pct,2015-11-04 ratio 0.5464 (prev 23.06 -> 12.6); next10 level 0.5002x; day vol 4.57x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
AROC,c_price_break_gt40pct,2020-03-18 ratio 0.5556 (prev 3.78 -> 2.1); next10 level 0.9563x; day vol 1.51x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
AROC,c_price_break_gt40pct,2020-03-19 ratio 1.6619 (prev 2.1 -> 3.49); next10 level 1.7214x; day vol 1.41x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
ARWR,c_price_break_gt40pct,2014-10-08 ratio 0.562 (prev 12.51 -> 7.03); next10 level 0.5212x; day vol 21.64x median; zero-vol share before/after 0.0/0.0,no,Before 2015-06; outside every 2017+ indicator window.
ARWR,c_price_break_gt40pct,2016-11-30 ratio 0.328 (prev 4.39 -> 1.44); next10 level 0.3121x; day vol 15.85x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ARWR,c_price_break_gt40pct,2020-09-16 ratio 1.4033 (prev 33.8 -> 47.43); next10 level 1.3034x; day vol 23.98x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ASTH,c_price_break_gt40pct,2014-09-26 ratio 1.5143 (prev 3.5 -> 5.3); next10 level 1.5143x; day vol 1.41x median; zero-vol share before/after 0.47/0.53,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2014-10-29 ratio 1.5 (prev 3.0 -> 4.5); next10 level 1.5833x; day vol 34.0x median; zero-vol share before/after 0.4/0.6,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2014-11-18 ratio 1.5625 (prev 3.2 -> 5.0); next10 level 1.25x; day vol nanx median; zero-vol share before/after 0.47/0.52,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2014-12-31 ratio 1.4516 (prev 3.1 -> 4.5); next10 level 1.3871x; day vol nanx median; zero-vol share before/after 0.58/0.3,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2015-05-01 ratio 1.8 (prev 5.0 -> 9.0); next10 level 1.238x; day vol 10.0x median; zero-vol share before/after 0.13/0.42,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2016-03-09 ratio 1.4375 (prev 4.0 -> 5.75); next10 level 1.3438x; day vol nanx median; zero-vol share before/after 0.7/0.6,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2016-11-03 ratio 1.5 (prev 3.0 -> 4.5); next10 level 1.5x; day vol nanx median; zero-vol share before/after 0.45/0.37,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2016-11-30 ratio 0.3659 (prev 4.1 -> 1.5); next10 level 1.0024x; day vol 49.5x median; zero-vol share before/after 0.45/0.33,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2016-12-01 ratio 2.0667 (prev 1.5 -> 3.1); next10 level 2.74x; day vol 11.0x median; zero-vol share before/after 0.45/0.33,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2016-12-23 ratio 1.4646 (prev 4.95 -> 7.25); next10 level 1.5707x; day vol 71.6x median; zero-vol share before/after 0.45/0.4,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2017-12-12 ratio 1.5378 (prev 10.84 -> 16.67); next10 level 1.9834x; day vol 77.5x median; zero-vol share before/after 0.43/0.0,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
ASTH,c_price_break_gt40pct,2018-06-15 ratio 1.5953 (prev 16.21 -> 25.86); next10 level 1.6147x; day vol 6.02x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ASTH,c_price_break_gt40pct,2018-06-22 ratio 1.506 (prev 19.92 -> 30.0); next10 level 1.3358x; day vol 55.46x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ATEN,c_price_break_gt40pct,2014-10-08 ratio 0.5759 (prev 7.9 -> 4.55); next10 level 0.5259x; day vol 21.43x median; zero-vol share before/after 0.0/0.0,no,Before 2015-06; outside every 2017+ indicator window.
BLFS,c_price_break_gt40pct,2015-06-03 ratio 1.4091 (prev 1.98 -> 2.79); next10 level 1.1591x; day vol 369.24x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
BLFS,c_price_break_gt40pct,2016-07-11 ratio 1.5096 (prev 1.57 -> 2.37); next10 level 1.328x; day vol 4014.97x median; zero-vol share before/after 0.02/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
BYD,c_price_break_gt40pct,2020-03-19 ratio 1.4298 (prev 7.84 -> 11.21); next10 level 1.8769x; day vol 2.51x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CAR,c_price_break_gt40pct,2021-11-02 ratio 2.0831 (prev 171.46 -> 357.17); next10 level 1.5924x; day vol 16.66x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CHEF,c_price_break_gt40pct,2020-03-16 ratio 0.5681 (prev 17.48 -> 9.93); next10 level 0.5034x; day vol 3.46x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CHEF,c_price_break_gt40pct,2020-03-18 ratio 0.4694 (prev 7.67 -> 3.6); next10 level 1.2634x; day vol 7.36x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CHEF,c_price_break_gt40pct,2020-03-24 ratio 1.5521 (prev 6.72 -> 10.43); next10 level 1.5231x; day vol 8.77x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CHEF,c_price_break_gt40pct,2020-11-09 ratio 1.4267 (prev 14.06 -> 20.06); next10 level 1.4164x; day vol 8.17x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CHRD,c_price_break_gt40pct,2020-03-09 ratio 0.3837 (prev 0.86 -> 0.33); next10 level 0.4767x; day vol 8.68x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CHRD,c_price_break_gt40pct,2020-03-13 ratio 2.7027 (prev 0.37 -> 1.0); next10 level 1.0676x; day vol 3.07x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CHRD,c_price_break_gt40pct,2020-03-16 ratio 0.42 (prev 1.0 -> 0.42); next10 level 0.38x; day vol 2.61x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CHRD,c_price_break_gt40pct,2020-04-23 ratio 2.3103 (prev 0.29 -> 0.67); next10 level 2.0862x; day vol 16.09x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CHRD,c_price_break_gt40pct,2020-06-05 ratio 2.25 (prev 0.56 -> 1.26); next10 level 2.1339x; day vol 10.91x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CHRD,c_price_break_gt40pct,2020-06-08 ratio 1.619 (prev 1.26 -> 2.04); next10 level 0.9325x; day vol 11.55x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CHRD,c_price_break_gt40pct,2020-11-11 ratio 1.8889 (prev 0.09 -> 0.17); next10 level 1.3889x; day vol 9.93x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CHRD,c_price_break_gt40pct,2020-11-20 ratio 258.3333 (prev 0.12 -> 31.0); next10 level 284.7083x; day vol 0.16x median; zero-vol share before/after 0.0/0.0,yes,"Oasis emerged from Ch.11 2020-11-19: Yahoo stitches the cancelled OLD equity ($0.12) to the NEW equity ($31). A held position gets a fake +25,700%, and ret_252/RS stay absurd until 2021-11 (validation). SUSPECT_MOVE flags only that bar, not the mark or ret_252. Fix: cut CHRD before 2020-11-20."
CLSK,c_price_break_gt40pct,2016-11-22 ratio 1.4286 (prev 31.5 -> 45.0); next10 level 1.1111x; day vol 0.5x median; zero-vol share before/after 0.5/0.78,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2017-03-24 ratio 1.6667 (prev 30.0 -> 50.0); next10 level 1.6667x; day vol nanx median; zero-vol share before/after 0.8/0.88,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2017-04-17 ratio 1.6364 (prev 27.5 -> 45.0); next10 level 1.6364x; day vol nanx median; zero-vol share before/after 0.78/0.92,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2017-10-27 ratio 1.4041 (prev 24.5 -> 34.4); next10 level 0.9796x; day vol nanx median; zero-vol share before/after 0.92/0.9,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2017-11-02 ratio 0.5087 (prev 34.4 -> 17.5); next10 level 0.6977x; day vol nanx median; zero-vol share before/after 0.9/0.92,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2017-12-15 ratio 1.4353 (prev 17.0 -> 24.4); next10 level 1.4353x; day vol nanx median; zero-vol share before/after 0.82/0.95,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2018-02-16 ratio 0.566 (prev 15.9 -> 9.0); next10 level 1.0x; day vol nanx median; zero-vol share before/after 0.92/0.8,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2018-02-20 ratio 1.7667 (prev 9.0 -> 15.9); next10 level 1.7667x; day vol nanx median; zero-vol share before/after 0.9/0.82,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2018-05-23 ratio 0.5119 (prev 29.5 -> 15.1); next10 level 0.7627x; day vol nanx median; zero-vol share before/after 0.82/0.87,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2018-05-24 ratio 1.4901 (prev 15.1 -> 22.5); next10 level 1.4901x; day vol nanx median; zero-vol share before/after 0.8/0.88,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2018-07-05 ratio 1.45 (prev 20.0 -> 29.0); next10 level 1.45x; day vol nanx median; zero-vol share before/after 0.75/0.8,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2018-09-19 ratio 4.8667 (prev 15.0 -> 73.0); next10 level 3.8267x; day vol nanx median; zero-vol share before/after 0.9/0.0,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2018-09-20 ratio 0.4781 (prev 73.0 -> 34.9); next10 level 0.7589x; day vol nanx median; zero-vol share before/after 0.88/0.0,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2018-10-16 ratio 1.48 (prev 25.0 -> 37.0); next10 level 1.158x; day vol 0.5x median; zero-vol share before/after 0.63/0.0,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
CLSK,c_price_break_gt40pct,2020-04-09 ratio 1.6667 (prev 1.11 -> 1.85); next10 level 1.4414x; day vol 453.13x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CLSK,c_price_break_gt40pct,2020-05-05 ratio 2.2426 (prev 1.36 -> 3.05); next10 level 1.4449x; day vol 285.94x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CNK,c_price_break_gt40pct,2020-03-19 ratio 1.731 (prev 6.58 -> 11.39); next10 level 1.7477x; day vol 2.42x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CNK,c_price_break_gt40pct,2020-11-09 ratio 1.4517 (prev 9.01 -> 13.08); next10 level 1.5483x; day vol 6.56x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CNR,c_price_break_gt40pct,2020-03-17 ratio 1.5 (prev 5.52 -> 8.28); next10 level 0.8351x; day vol 2.37x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CORT,c_price_break_gt40pct,2020-09-02 ratio 1.5845 (prev 12.54 -> 19.87); next10 level 1.4593x; day vol 103.81x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CRK,c_price_break_gt40pct,2015-08-12 ratio 1.6736 (prev 9.65 -> 16.15); next10 level 1.2591x; day vol 2.07x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CRK,c_price_break_gt40pct,2015-08-27 ratio 1.6837 (prev 9.8 -> 16.5); next10 level 1.5612x; day vol 1.61x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CRK,c_price_break_gt40pct,2016-01-26 ratio 1.5143 (prev 5.25 -> 7.95); next10 level 1.4381x; day vol 3.07x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CRK,c_price_break_gt40pct,2016-03-08 ratio 0.5887 (prev 6.2 -> 3.65); next10 level 0.7581x; day vol 2.8x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CRK,c_price_break_gt40pct,2016-03-09 ratio 1.4658 (prev 3.65 -> 5.35); next10 level 1.2877x; day vol 3.67x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CRK,c_price_break_gt40pct,2018-04-26 ratio 1.4706 (prev 4.76 -> 7.0); next10 level 1.4758x; day vol 12.1x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
